champion_id,champion_name,skin_id,skin_name,skin_release_date,win_rate_1m_before,win_rate_2w_after,popularity_1m_before,popularity_2w_after,buff_entries_6w_before,buff_patches_6w_before,nerf_entries_6w_after,nerf_patches_6w_after,win_rate_change,popularity_change,any_buff_6w_before,any_nerf_6w_after,popularity_quartile
254,Vi,3,Debonair,2014-08-05,51.6000786715003,51.0823168637961,13.454122425274,15.806507368098,0,0,0,0,-0.517761807704225,2.35238494282394,FALSE,FALSE,Q4: most popular
10,Kayle,7,Riot,2014-08-12,48.3717593394949,49.2601711052288,8.4221104707895,4.9669819979864,2,1,0,0,0.888411765733842,-3.4551284728031,TRUE,FALSE,Q3
21,Miss Fortune,7,Arcade,2014-08-12,52.6578823317379,52.2451248272413,7.48563773503853,8.50857153479813,0,0,0,0,-0.412757504496526,1.0229337997596,FALSE,FALSE,Q3
45,Veigar,8,Final Boss,2014-08-27,47.1349911529697,47.3943679721062,3.77725494592255,5.45342919749213,0,0,0,0,0.25937681913652,1.67617425156958,FALSE,FALSE,Q2
157,Yasuo,2,PROJECT: Yasuo,2014-08-31,50.2188982811046,48.821052993886,19.9454379691822,23.2122149229251,0,0,2,1,-1.39784528721863,3.26677695374293,FALSE,TRUE,Q4: most popular
51,Caitlyn,6,Headhunter,2014-09-03,49.2092897836773,49.4121991168276,22.7315599590525,22.7961794273332,0,0,0,0,0.202909333150302,0.0646194682807924,FALSE,FALSE,Q4: most popular
121,Kha'Zix,2,Guardian of the Sands,2014-09-09,48.5370876913178,50.4629641937384,7.1798328856985,26.8468924765392,0,0,1,1,1.92587650242061,19.6670595908407,FALSE,TRUE,Q3
42,Corki,7,Fnatic,2014-09-24,50.3459438131629,51.786051232078,8.22228333287922,7.89240960406632,0,0,0,0,1.4401074189151,-0.329873728812892,FALSE,FALSE,Q3
79,Gragas,8,Fnatic,2014-09-24,45.0739537935542,44.7564032269659,4.05165207474357,3.72820015244752,0,0,0,0,-0.317550566588309,-0.323451922296054,FALSE,FALSE,Q2
40,Janna,6,Fnatic,2014-09-24,53.1096534516567,53.2558444027317,4.17257171267983,11.0455604084474,0,0,1,1,0.146190951075063,6.87298869576757,FALSE,TRUE,Q2
59,Jarvan IV,6,Fnatic,2014-09-24,52.7809372517471,52.5641494308878,11.9067267994244,10.6633402084963,0,0,0,0,-0.216787820859288,-1.24338659092817,FALSE,FALSE,Q4: most popular
30,Karthus,5,Fnatic,2014-09-24,50.413247574036,51.2303828267902,2.2488573093803,1.84863312561778,0,0,0,0,0.817135252754213,-0.400224183762516,FALSE,FALSE,Q1: least popular
43,Karma,4,Order of the Lotus,2014-10-01,48.7086875201887,48.6793594568627,5.00331323823933,5.71171035401595,1,1,0,0,-0.0293280633259698,0.708397115776613,TRUE,FALSE,Q2
122,Darius,4,Dunkmaster,2014-10-12,48.3766920931183,49.6315607402358,6.15080007534091,8.69714293711796,0,0,0,0,1.25486864711755,2.54634286177705,FALSE,FALSE,Q2
102,Shyvana,5,Worlds 2014,2014-10-13,46.6245515978372,46.8926996607753,3.64282790187373,4.14926696206516,0,0,0,0,0.268148062938103,0.506439060191429,FALSE,FALSE,Q1: least popular
7,LeBlanc,4,Ravenborn,2014-10-28,46.1844799208005,46.6882724534252,6.67681185103478,8.72380566067201,2,1,0,0,0.503792532624757,2.04699380963724,TRUE,FALSE,Q3
62,Wukong,4,Underworld,2014-10-28,53.5989320277199,53.8405571165788,7.3056691753796,8.86932909141167,0,0,0,0,0.241625088858996,1.56365991603207,FALSE,FALSE,Q3
25,Morgana,6,Victorious,2014-11-11,50.8420195097752,50.6240016152844,17.9243734785488,19.573944011467,0,0,0,0,-0.218017894490799,1.64957053291819,FALSE,FALSE,Q4: most popular
96,Kog'Maw,8,Battlecast,2014-11-25,50.9286779297376,50.5763736021272,2.64465019845435,3.86838117861588,0,0,0,0,-0.352304327610376,1.22373098016153,FALSE,FALSE,Q1: least popular
72,Skarner,3,Battlecast Alpha,2014-11-25,50.4742048807607,49.0521069188567,1.05660597132109,1.99943748660432,0,0,0,0,-1.42209796190402,0.942831515283232,FALSE,FALSE,Q1: least popular
28,Evelynn,4,Safecracker,2014-11-28,45.594958520516,44.5207571121587,3.08555099180313,1.68370770354386,1,1,0,0,-1.07420140835725,-1.40184328825928,TRUE,FALSE,Q1: least popular
